Norway, Death rates (period 1x1), 	Last modified: 03 Apr 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1893          58             0.012471        0.017174        0.014695
  1893          59             0.016352        0.020467        0.018306
  1893          60             0.017597        0.022682        0.020021
  1893          61             0.016269        0.023017        0.019482
  1893          62             0.021527        0.026511        0.023881
  1893          63             0.021865        0.027007        0.024290
  1893          64             0.020805        0.028062        0.024225
  1893          65             0.025877        0.030974        0.028271
  1893          66             0.031318        0.031047        0.031190
  1893          67             0.034011        0.032813        0.033446
  1893          68             0.032943        0.036760        0.034724
  1893          69             0.038109        0.041944        0.039901
  1893          70             0.041361        0.043065        0.042163
  1893          71             0.041877        0.044431        0.043078
  1893          72             0.050561        0.055544        0.052892
  1893          73             0.052916        0.061833        0.057059
  1893          74             0.061141        0.068547        0.064569
  1893          75             0.070251        0.074521        0.072214
  1893          76             0.068487        0.074152        0.071048
  1893          77             0.074393        0.085980        0.079564
  1893          78             0.081379        0.096850        0.088208
  1893          79             0.091296        0.105614        0.097587
  1893          80             0.107501        0.121143        0.113432
  1893          81             0.112971        0.118942        0.115577
  1893          82             0.120553        0.128996        0.124170
  1893          83             0.127627        0.147550        0.135940
  1893          84             0.138914        0.155697        0.145816
  1893          85             0.155390        0.179545        0.165114
  1893          86             0.184763        0.215102        0.196953
  1893          87             0.211171        0.227702        0.217755
  1893          88             0.246365        0.257542        0.250774
  1893          89             0.243746        0.284179        0.258841
  1893          90             0.242515        0.311727        0.265716
  1893          91             0.284510        0.338302        0.303417
  1893          92             0.310896        0.390244        0.340516
  1893          93             0.299795        0.356688        0.322097
  1893          94             0.293542        0.365733        0.320442
  1893          95             0.352941        0.447761        0.383721
  1893          96             0.369021        0.342857        0.358832
  1893          97             0.393162        0.506024        0.429400
  1893          98             0.509434        0.360000        0.461538
  1893          99             0.666667        0.413793        0.567568
  1893         100             0.620690        0.923077        0.714286
  1893         101             0.250000        6.000000        0.367347
  1893         102             0.400000              .        0.400000
  1893         103             0.461538              .        0.461538
  1893         104                   .              .              .
  1893         105                   .              .              .
  1893         106                   .              .              .
  1893         107                   .              .              .
  1893         108                   .              .              .
  1893         109                   .              .              .
  1893         110+                  .              .              .
  1894           0             0.089995        0.109166        0.099824
  1894           1             0.040530        0.044426        0.042529
  1894           2             0.021335        0.021432        0.021384
  1894           3             0.014522        0.014757        0.014642
  1894           4             0.011492        0.012080        0.011792
  1894           5             0.008607        0.009405        0.009014
  1894           6             0.006708        0.007338        0.007030
  1894           7             0.006364        0.005929        0.006142
  1894           8             0.005889        0.005088        0.005480
  1894           9             0.004936        0.004682        0.004807
  1894          10             0.004680        0.004950        0.004817
  1894          11             0.004844        0.004487        0.004663
  1894          12             0.004171        0.003619        0.003890
  1894          13             0.004111        0.003942        0.004025
  1894          14             0.005145        0.004641        0.004890
  1894          15             0.005650        0.004931        0.005287
  1894          16             0.005598        0.005229        0.005411
  1894          17             0.005883        0.006519        0.006202
  1894          18             0.006142        0.007682        0.006907
  1894          19             0.005631        0.009143        0.007358
  1894          20             0.005597        0.010609        0.008013
  1894          21             0.006389        0.010807        0.008479
  1894          22             0.006294        0.010667        0.008333
  1894          23             0.005717        0.009824        0.007609
  1894          24             0.006182        0.010047        0.007940
  1894          25             0.006990        0.010041        0.008372
  1894          26             0.007264        0.009707        0.008365
  1894          27             0.006740        0.009607        0.008024
  1894          28             0.006766        0.008665        0.007614
  1894          29             0.008061        0.008529        0.008270
  1894          30             0.007815        0.008892        0.008295
  1894          31             0.006878        0.008520        0.007612
  1894          32             0.007418        0.008421        0.007867
  1894          33             0.009001        0.008767        0.008896
  1894          34             0.008708        0.008415        0.008575
  1894          35             0.007853        0.008285        0.008050
  1894          36             0.008157        0.008817        0.008459
  1894          37             0.008328        0.008400        0.008361
  1894          38             0.008852        0.007921        0.008423
  1894          39             0.009279        0.009508        0.009384
  1894          40             0.009165        0.010007        0.009553
  1894          41             0.008008        0.010055        0.008953
  1894          42             0.007443        0.009889        0.008576
  1894          43             0.008454        0.009213        0.008808
  1894          44             0.009061        0.009391        0.009215
  1894          45             0.008968        0.010014        0.009454
  1894          46             0.009223        0.010976        0.010037
  1894          47             0.008681        0.012012        0.010237
  1894          48             0.009066        0.011596        0.010244
  1894          49             0.010741        0.011619        0.011150
  1894          50             0.010510        0.012923        0.011636
  1894          51             0.010009        0.012456        0.011156
  1894          52             0.010427        0.013691        0.011966
  1894          53             0.010831        0.015088        0.012829
  1894          54             0.012321        0.015538        0.013821
  1894          55             0.013219        0.016337        0.014680
  1894          56             0.013276        0.016690        0.014880
  1894          57             0.013808        0.016830        0.015224
  1894          58             0.013619        0.016790        0.015107
  1894          59             0.014706        0.018767        0.016623
  1894          60             0.017217        0.021239        0.019124
  1894          61             0.018698        0.022288        0.020406
  1894          62             0.019933        0.024421        0.022064
  1894          63             0.022637        0.027675        0.025012
  1894          64             0.023809        0.030189        0.026809
  1894          65             0.024040        0.029505        0.026607
  1894          66             0.026940        0.030166        0.028452
  1894          67             0.030308        0.035948        0.032971
  1894          68             0.031486        0.038033        0.034569
  1894          69             0.036337        0.041567        0.038771
  1894          70             0.039046        0.043087        0.040931
  1894          71             0.038249        0.046298        0.042028
  1894          72             0.045439        0.057130        0.050921
  1894          73             0.055352        0.062489        0.058678
  1894          74             0.062046        0.065275        0.063542
  1894          75             0.063314        0.067094        0.065058
  1894          76             0.074854        0.076930        0.075805
  1894          77             0.081443        0.088600        0.084668
  1894          78             0.079533        0.090776        0.084515
  1894          79             0.099521        0.108029        0.103257
  1894          80             0.109628        0.123125        0.115502
  1894          81             0.100035        0.122264        0.109617
  1894          82             0.117762        0.146360        0.130136
  1894          83             0.140962        0.167451        0.152167
  1894          84             0.152866        0.180127        0.164097
  1894          85             0.165327        0.193386        0.176711
  1894          86             0.172850        0.208713        0.187030
  1894          87             0.193151        0.234106        0.209248
  1894          88             0.246759        0.256133        0.250460
  1894          89             0.266639        0.294383        0.277531
  1894          90             0.246783        0.304900        0.267553
  1894          91             0.287577        0.305630        0.293485
  1894          92             0.331429        0.376384        0.346734
  1894          93             0.353898        0.481203        0.398592
  1894          94             0.367347        0.506250        0.419092
  1894          95             0.409091        0.560440        0.460674
  1894          96             0.459627        0.389610        0.436975
  1894          97             0.636364        0.341969        0.512035
  1894          98             0.449339        0.653465        0.512195
  1894          99             0.571429        0.827586        0.652174
  1894         100             0.545455        0.375000        0.473684
  1894         101             0.439024        0.000000        0.305085
  1894         102             0.580645              .        0.580645
  1894         103             0.666667              .        0.666667
  1894         104             0.857143              .        0.857143
  1894         105                   .              .              .
  1894         106                   .              .              .
  1894         107                   .              .              .
  1894         108                   .              .              .
  1894         109                   .              .              .
  1894         110+                  .              .              .
  1895           0             0.085136        0.101130        0.093337
  1895           1             0.033446        0.037223        0.035374
  1895           2             0.015492        0.016214        0.015863
  1895           3             0.009498        0.010633        0.010078
  1895           4             0.007920        0.007966        0.007943
  1895           5             0.006568        0.006181        0.006371
  1895           6             0.005561        0.005418        0.005488
  1895           7             0.004149        0.004732        0.004447
  1895           8             0.003240        0.004041        0.003649
  1895           9             0.003682        0.003764        0.003724
  1895          10             0.004057        0.003691        0.003871
  1895          11             0.004175        0.003190        0.003674
  1895          12             0.004160        0.003100        0.003621
  1895          13             0.004251        0.003494        0.003866
  1895          14             0.004701        0.003798        0.004243
  1895          15             0.004652        0.004584        0.004618
  1895          16             0.004763        0.005770        0.005271
  1895          17             0.005127        0.006885        0.006014
  1895          18             0.005308        0.008159        0.006733
  1895          19             0.005545        0.008807        0.007153
  1895          20             0.006356        0.009556        0.007920
  1895          21             0.006682        0.011226        0.008862
  1895          22             0.006628        0.010916        0.008647
  1895          23             0.006788        0.010099        0.008330
  1895          24             0.006794        0.010393        0.008453
  1895          25             0.007010        0.010247        0.008485
  1895          26             0.007852        0.009598        0.008645
  1895          27             0.008243        0.009242        0.008695
  1895          28             0.007087        0.009380        0.008117
  1895          29             0.007237        0.009033        0.008042
  1895          30             0.007322        0.009107        0.008121
  1895          31             0.007151        0.008564        0.007783
  1895          32             0.007788        0.008009        0.007887
  1895          33             0.007751        0.008004        0.007865
  1895          34             0.007013        0.007147        0.007073
  1895          35             0.007527        0.007433        0.007484
  1895          36             0.008476        0.007742        0.008140
  1895          37             0.007970        0.007995        0.007982
  1895          38             0.007756        0.007600        0.007684
  1895          39             0.008528        0.007634        0.008116
  1895          40             0.009144        0.007976        0.008607
  1895          41             0.009214        0.007709        0.008520
  1895          42             0.008258        0.009027        0.008613
  1895          43             0.007539        0.009233        0.008324
  1895          44             0.008425        0.010096        0.009205
  1895          45             0.008622        0.009353        0.008962
  1895          46             0.008506        0.009795        0.009105
  1895          47             0.009100        0.011768        0.010339
  1895          48             0.009511        0.010925        0.010171
  1895          49             0.009807        0.012744        0.011175
  1895          50             0.009929        0.012710        0.011223
  1895          51             0.009603        0.011524        0.010500
  1895          52             0.010269        0.013072        0.011583
  1895          53             0.011860        0.012834        0.012319
  1895          54             0.013570        0.012834        0.013224
  1895          55             0.012803        0.014349        0.013524
  1895          56             0.011574        0.014674        0.013025
  1895          57             0.014517        0.015187        0.014831
  1895          58             0.015985        0.017774        0.016823
  1895          59             0.017446        0.019934        0.018612
  1895          60             0.017187        0.019769        0.018404
  1895          61             0.016399        0.021319        0.018727
  1895          62             0.019834        0.022727        0.021207
  1895          63             0.021579        0.024156        0.022801
  1895          64             0.024295        0.030212        0.027077
  1895          65             0.027451        0.033476        0.030274
  1895          66             0.026851        0.032521        0.029509
  1895          67             0.029462        0.034713        0.031918
  1895          68             0.030356        0.036627        0.033308
  1895          69             0.035348        0.040192        0.037623
  1895          70             0.039874        0.044410        0.041981
  1895          71             0.040288        0.046037        0.042961
  1895          72             0.050289        0.051003        0.050623
  1895          73             0.053087        0.058563        0.055648
  1895          74             0.056123        0.065040        0.060266
  1895          75             0.060481        0.070734        0.065222
  1895          76             0.065412        0.076896        0.070673
  1895          77             0.075552        0.081585        0.078310
  1895          78             0.077018        0.088393        0.082107
  1895          79             0.086865        0.105365        0.095016
  1895          80             0.096846        0.114030        0.104383
  1895          81             0.108497        0.109632        0.108988
  1895          82             0.132569        0.141251        0.136283
  1895          83             0.144005        0.164550        0.152762
  1895          84             0.151920        0.158694        0.154757
  1895          85             0.169550        0.163060        0.166898
  1895          86             0.170571        0.182429        0.175358
  1895          87             0.188565        0.223211        0.201880
  1895          88             0.232647        0.239879        0.235455
  1895          89             0.217642        0.261035        0.234721
  1895          90             0.210226        0.276522        0.235007
  1895          91             0.268364        0.304478        0.281131
  1895          92             0.329204        0.412391        0.355299
  1895          93             0.376022        0.380165        0.377393
  1895          94             0.390671        0.417495        0.399478
  1895          95             0.397790        0.422111        0.406417
  1895          96             0.400000        0.453333        0.417021
  1895          97             0.343434        0.478528        0.391304
  1895          98             0.409091        0.573913        0.474227
  1895          99             0.761905        0.444444        0.666667
  1895         100             1.000000        0.375000        0.782609
  1895         101             0.461538        0.206897        0.327273
  1895         102             0.428571        0.461538        0.439024
  1895         103             0.857143              .        0.857143
  1895         104             0.545455              .        0.545455
  1895         105             6.000000              .        6.000000
  1895         106                   .              .              .
  1895         107                   .              .              .
  1895         108                   .              .              .
  1895         109                   .              .              .
  1895         110+                  .              .              .
  1896           0             0.084205        0.104548        0.094634
  1896           1             0.030374        0.035310        0.032894
  1896           2             0.012760        0.014488        0.013641
  1896           3             0.008606        0.009441        0.009034
  1896           4             0.007004        0.007409        0.007211
  1896           5             0.005662        0.005900        0.005783
  1896           6             0.004905        0.005138        0.005024
  1896           7             0.004736        0.004301        0.004514
  1896           8             0.004120        0.003591        0.003850
  1896           9             0.003523        0.003613        0.003569
  1896          10             0.003205        0.003781        0.003499
  1896          11             0.002973        0.003437        0.003209
  1896          12             0.003199        0.002925        0.003060
  1896          13             0.004037        0.002846        0.003432
  1896          14             0.004287        0.003598        0.003937
  1896          15             0.004165        0.005043        0.004610
  1896          16             0.005111        0.006037        0.005579
  1896          17             0.005137        0.006695        0.005920
  1896          18             0.004880        0.007698        0.006293
  1896          19             0.005021        0.008095        0.006542
  1896          20             0.004711        0.009170        0.006891
  1896          21             0.005271        0.010194        0.007660
  1896          22             0.005740        0.009805        0.007677
  1896          23             0.005342        0.009300        0.007198
  1896          24             0.005674        0.009507        0.007457
  1896          25             0.006131        0.009514        0.007692
  1896          26             0.006993        0.008906        0.007867
  1896          27             0.007615        0.008323        0.007938
  1896          28             0.006739        0.008697        0.007627
  1896          29             0.007264        0.008733        0.007926
  1896          30             0.007261        0.009808        0.008408
  1896          31             0.006509        0.010030        0.008089
  1896          32             0.007256        0.007929        0.007558
  1896          33             0.007407        0.007398        0.007403
  1896          34             0.006914        0.007020        0.006962
  1896          35             0.007267        0.007271        0.007269
  1896          36             0.007489        0.008278        0.007849
  1896          37             0.007799        0.008603        0.008168
  1896          38             0.008140        0.008005        0.008078
  1896          39             0.008433        0.008157        0.008305
  1896          40             0.008856        0.007924        0.008426
  1896          41             0.008634        0.007285        0.008013
  1896          42             0.008854        0.007621        0.008284
  1896          43             0.008950        0.008489        0.008737
  1896          44             0.008046        0.009613        0.008773
  1896          45             0.007533        0.010118        0.008739
  1896          46             0.008444        0.010357        0.009336
  1896          47             0.008321        0.010357        0.009267
  1896          48             0.007506        0.010812        0.009041
  1896          49             0.008885        0.010737        0.009749
  1896          50             0.009909        0.010553        0.010209
  1896          51             0.009342        0.010435        0.009850
  1896          52             0.010408        0.011326        0.010836
  1896          53             0.010889        0.013076        0.011916
  1896          54             0.009803        0.014400        0.011973
  1896          55             0.010350        0.016112        0.013058
  1896          56             0.011905        0.017071        0.014313
  1896          57             0.012454        0.018288        0.015182
  1896          58             0.012809        0.017970        0.015230
  1896          59             0.014926        0.017729        0.016238
  1896          60             0.015753        0.018473        0.017026
  1896          61             0.015056        0.018228        0.016547
  1896          62             0.019265        0.022951        0.021005
  1896          63             0.023587        0.026151        0.024803
  1896          64             0.022480        0.026226        0.024254
  1896          65             0.024713        0.031287        0.027793
  1896          66             0.027754        0.031148        0.029340
  1896          67             0.027827        0.030861        0.029247
  1896          68             0.029003        0.033013        0.030873
  1896          69             0.033319        0.037291        0.035184
  1896          70             0.036206        0.041601        0.038735
  1896          71             0.036551        0.040636        0.038443
  1896          72             0.043717        0.048677        0.046018
  1896          73             0.052036        0.059657        0.055598
  1896          74             0.056363        0.063988        0.059912
  1896          75             0.063151        0.072888        0.067667
  1896          76             0.069087        0.079063        0.073664
  1896          77             0.075295        0.084244        0.079374
  1896          78             0.080223        0.096634        0.087667
  1896          79             0.092549        0.097302        0.094657
  1896          80             0.104419        0.101166        0.102977
  1896          81             0.100994        0.116869        0.107913
  1896          82             0.115564        0.136569        0.124602
  1896          83             0.134839        0.139171        0.136674
  1896          84             0.147779        0.158157        0.152187
  1896          85             0.156731        0.169338        0.161965
  1896          86             0.179820        0.175792        0.178160
  1896          87             0.199838        0.241885        0.216477
  1896          88             0.218387        0.278813        0.240990
  1896          89             0.219205        0.270096        0.238699
  1896          90             0.240613        0.306122        0.265199
  1896          91             0.255868        0.310345        0.275761
  1896          92             0.287689        0.338669        0.304969
  1896          93             0.340187        0.440288        0.370435
  1896          94             0.314563        0.485106        0.368000
  1896          95             0.302865        0.365854        0.322337
  1896          96             0.412955        0.229965        0.345711
  1896          97             0.467532        0.300000        0.410256
  1896          98             0.327273        0.424242        0.357367
  1896          99             0.327273        0.514286        0.400000
  1896         100             0.268657        0.162162        0.230769
  1896         101             0.333333        0.206897        0.276923
  1896         102             0.315789        0.666667        0.486486
  1896         103             0.000000        0.857143        0.240000
  1896         104             0.545455              .        0.545455
  1896         105             6.000000              .        6.000000
  1896         106                   .              .              .
  1896         107                   .              .              .
  1896         108                   .              .              .
  1896         109                   .              .              .
  1896         110+                  .              .              .
  1897           0             0.082869        0.102473        0.092862
  1897           1             0.029477        0.033268        0.031413
  1897           2             0.011824        0.013331        0.012592
  1897           3             0.007837        0.008190        0.008017
  1897           4             0.006286        0.006720        0.006508
  1897           5             0.005258        0.005591        0.005428
  1897           6             0.004829        0.005097        0.004965
  1897           7             0.004529        0.004579        0.004555
  1897           8             0.004198        0.003578        0.003881
  1897           9             0.003965        0.003460        0.003707
  1897          10             0.003999        0.003546        0.003768
  1897          11             0.004053        0.003364        0.003702
  1897          12             0.003762        0.003284        0.003519
  1897          13             0.003697        0.003387        0.003540
  1897          14             0.004029        0.003345        0.003681
  1897          15             0.004705        0.004078        0.004387
  1897          16             0.005253        0.005501        0.005378
  1897          17             0.005323        0.006383        0.005856
  1897          18             0.005447        0.007815        0.006629
  1897          19             0.005862        0.008887        0.007364
  1897          20             0.006283        0.009278        0.007753
  1897          21             0.005950        0.010393        0.008104
  1897          22             0.006247        0.011037        0.008555
  1897          23             0.006555        0.010127        0.008248
  1897          24             0.005857        0.009106        0.007376
  1897          25             0.005999        0.009273        0.007520
  1897          26             0.007179        0.009656        0.008322
  1897          27             0.007433        0.010449        0.008815
  1897          28             0.006699        0.009138        0.007814
  1897          29             0.007390        0.008078        0.007703
  1897          30             0.007388        0.008351        0.007824
  1897          31             0.006779        0.007882        0.007277
  1897          32             0.007041        0.007473        0.007235
  1897          33             0.007320        0.008400        0.007806
  1897          34             0.007221        0.008551        0.007820
  1897          35             0.006969        0.007640        0.007272
  1897          36             0.007754        0.007900        0.007820
  1897          37             0.008736        0.008856        0.008791
  1897          38             0.008391        0.009288        0.008804
  1897          39             0.007980        0.007815        0.007904
  1897          40             0.008060        0.007441        0.007773
  1897          41             0.008682        0.008486        0.008591
  1897          42             0.009076        0.008821        0.008958
  1897          43             0.008062        0.009268        0.008620
  1897          44             0.007484        0.009846        0.008576
  1897          45             0.007790        0.009933        0.008784
  1897          46             0.007672        0.010287        0.008892
  1897          47             0.007611        0.009938        0.008695
  1897          48             0.007935        0.009800        0.008802
  1897          49             0.009687        0.011651        0.010599
  1897          50             0.010266        0.011779        0.010973
  1897          51             0.010046        0.012288        0.011091
  1897          52             0.011210        0.014379        0.012685
  1897          53             0.010531        0.014612        0.012436
  1897          54             0.011110        0.013334        0.012154
  1897          55             0.012743        0.013186        0.012952
  1897          56             0.011989        0.014508        0.013172
  1897          57             0.012686        0.017311        0.014838
  1897          58             0.013852        0.017835        0.015709
  1897          59             0.016229        0.017939        0.017030
  1897          60             0.018119        0.019475        0.018753
  1897          61             0.018148        0.020445        0.019222
  1897          62             0.018480        0.023200        0.020695
  1897          63             0.021888        0.027237        0.024407
  1897          64             0.025109        0.027910        0.026435
  1897          65             0.024870        0.028609        0.026637
  1897          66             0.027761        0.032778        0.030105
  1897          67             0.028220        0.036316        0.031996
  1897          68             0.026337        0.037365        0.031474
  1897          69             0.031714        0.042384        0.036670
  1897          70             0.037026        0.045587        0.041027
  1897          71             0.039390        0.049349        0.044045
  1897          72             0.044015        0.054092        0.048662
  1897          73             0.049010        0.053871        0.051259
  1897          74             0.060263        0.062587        0.061345
  1897          75             0.066235        0.069820        0.067902
  1897          76             0.070075        0.080651        0.074960
  1897          77             0.080184        0.088843        0.084138
  1897          78             0.082733        0.091710        0.086802
  1897          79             0.093339        0.109042        0.100388
  1897          80             0.100780        0.117697        0.108222
  1897          81             0.107178        0.119888        0.112783
  1897          82             0.122616        0.136960        0.128809
  1897          83             0.125467        0.153288        0.137306
  1897          84             0.144724        0.180086        0.159568
  1897          85             0.164507        0.195296        0.177368
  1897          86             0.167235        0.205163        0.182872
  1897          87             0.178673        0.224482        0.197220
  1897          88             0.206828        0.247588        0.222450
  1897          89             0.218841        0.278689        0.240596
  1897          90             0.222112        0.305699        0.252642
  1897          91             0.259332        0.345952        0.290505
  1897          92             0.293379        0.369530        0.319887
  1897          93             0.312057        0.335315        0.319779
  1897          94             0.337079        0.410596        0.357764
  1897          95             0.412955        0.405405        0.410800
  1897          96             0.465306        0.336000        0.421622
  1897          97             0.496815        0.407767        0.461538
  1897          98             0.800000        0.315789        0.612245
  1897          99             0.697674        0.260870        0.545455
  1897         100             0.379747        0.545455        0.439024
  1897         101             0.367347        0.193548        0.300000
  1897         102             0.240000        0.260870        0.250000
  1897         103             0.352941        2.000000        0.782609
  1897         104             1.000000        6.000000        1.384615
  1897         105             6.000000              .        6.000000
  1897         106                   .              .              .
  1897         107                   .              .              .
  1897         108                   .              .              .
  1897         109                   .              .              .
  1897         110+                  .              .              .
  1898           0             0.077582        0.098883        0.088437
  1898           1             0.028982        0.033488        0.031269
  1898           2             0.012810        0.012688        0.012748
  1898           3             0.008617        0.008433        0.008524
  1898           4             0.006857        0.006693        0.006774
  1898           5             0.005760        0.004744        0.005240
  1898           6             0.004980        0.004436        0.004702
  1898           7             0.004044        0.004166        0.004106
  1898           8             0.003521        0.003328        0.003423
  1898           9             0.003590        0.003441        0.003514
  1898          10             0.003556        0.003067        0.003306
  1898          11             0.003760        0.002870        0.003305
  1898          12             0.003573        0.003335        0.003452
  1898          13             0.004057        0.003424        0.003735
  1898          14             0.004802        0.003595        0.004189
  1898          15             0.005287        0.004162        0.004716
  1898          16             0.006161        0.005689        0.005922
  1898          17             0.006290        0.007387        0.006842
  1898          18             0.005901        0.008207        0.007053
  1898          19             0.006050        0.009129        0.007574
  1898          20             0.006318        0.010212        0.008238
  1898          21             0.005609        0.010743        0.008106
  1898          22             0.005719        0.010303        0.007923
  1898          23             0.007196        0.009322        0.008215
  1898          24             0.007005        0.009437        0.008154
  1898          25             0.006073        0.009960        0.007885
  1898          26             0.006533        0.009159        0.007752
  1898          27             0.006975        0.008778        0.007809
  1898          28             0.007093        0.008966        0.007954
  1898          29             0.006792        0.008767        0.007697
  1898          30             0.006805        0.008315        0.007494
  1898          31             0.007448        0.007908        0.007657
  1898          32             0.007310        0.007716        0.007494
  1898          33             0.006755        0.006971        0.006853
  1898          34             0.007487        0.006429        0.007009
  1898          35             0.007210        0.007782        0.007469
  1898          36             0.006789        0.008355        0.007497
  1898          37             0.008093        0.008575        0.008312
  1898          38             0.008168        0.008535        0.008337
  1898          39             0.008589        0.009284        0.008910
  1898          40             0.008973        0.009867        0.009386
  1898          41             0.009077        0.008238        0.008687
  1898          42             0.008762        0.008290        0.008543
  1898          43             0.007658        0.008544        0.008067
  1898          44             0.008295        0.008992        0.008617
  1898          45             0.008537        0.009921        0.009177
  1898          46             0.008028        0.010778        0.009305
  1898          47             0.007765        0.010610        0.009092
  1898          48             0.008213        0.009663        0.008889
  1898          49             0.008606        0.011920        0.010146
  1898          50             0.008394        0.013355        0.010697
  1898          51             0.009369        0.011947        0.010572
  1898          52             0.010250        0.012112        0.011117
  1898          53             0.010366        0.012588        0.011400
  1898          54             0.010586        0.013127        0.011771
  1898          55             0.011467        0.014913        0.013086
  1898          56             0.012313        0.016703        0.014387
  1898          57             0.012867        0.018002        0.015277
  1898          58             0.013785        0.018446        0.015950
  1898          59             0.017286        0.018034        0.017634
  1898          60             0.017967        0.018746        0.018332
  1898          61             0.015830        0.019925        0.017743
  1898          62             0.017754        0.024351        0.020832
  1898          63             0.018547        0.026365        0.022202
  1898          64             0.021873        0.027871        0.024690
  1898          65             0.027222        0.029613        0.028352
  1898          66             0.029109        0.032745        0.030825
  1898          67             0.030576        0.036198        0.033196
  1898          68             0.031265        0.034581        0.032806
  1898          69             0.038502        0.040414        0.039390
  1898          70             0.041396        0.041207        0.041308
  1898          71             0.040798        0.042723        0.041696
  1898          72             0.047740        0.056688        0.051904
  1898          73             0.051877        0.060490        0.055829
  1898          74             0.057054        0.061465        0.059090
  1898          75             0.062439        0.069194        0.065582
  1898          76             0.068235        0.073446        0.070652
  1898          77             0.077810        0.085918        0.081544
  1898          78             0.084566        0.093711        0.088724
  1898          79             0.094543        0.102708        0.098221
  1898          80             0.098468        0.116402        0.106258
  1898          81             0.094449        0.123799        0.107233
  1898          82             0.107165        0.145684        0.123894
  1898          83             0.129301        0.151610        0.138810
  1898          84             0.146909        0.158084        0.151601
  1898          85             0.156300        0.165504        0.160114
  1898          86             0.177035        0.189490        0.182179
  1898          87             0.194473        0.225579        0.207037
  1898          88             0.199672        0.261828        0.224152
  1898          89             0.228951        0.309278        0.258546
  1898          90             0.267027        0.294360        0.276569
  1898          91             0.280374        0.319112        0.294142
  1898          92             0.280326        0.349367        0.303582
  1898          93             0.355030        0.386441        0.365825
  1898          94             0.423110        0.503650        0.448696
  1898          95             0.442748        0.452055        0.445269
  1898          96             0.477419        0.578680        0.507553
  1898          97             0.375000        0.604027        0.447761
  1898          98             0.260870        0.481752        0.348837
  1898          99             0.620690        0.720000        0.666667
  1898         100             0.591549        1.000000        0.728972
  1898         101             0.526316        1.578947        0.789474
  1898         102             1.800000        0.947368        1.384615
  1898         103             0.857143        0.461538        0.666667
  1898         104             0.000000              .        0.000000
  1898         105             0.000000              .        0.000000
  1898         106                   .              .              .
  1898         107                   .              .              .
  1898         108                   .              .              .
  1898         109                   .              .              .
  1898         110+                  .              .              .
  1899           0             0.090394        0.113396        0.102152
  1899           1             0.033521        0.039649        0.036627
  1899           2             0.014128        0.015069        0.014605
  1899           3             0.009303        0.009715        0.009513
  1899           4             0.007172        0.007361        0.007268
  1899           5             0.005585        0.005432        0.005507
  1899           6             0.004825        0.004306        0.004559
  1899           7             0.004737        0.003485        0.004097
  1899           8             0.004645        0.003555        0.004091
  1899           9             0.004200        0.003357        0.003770
  1899          10             0.003618        0.003079        0.003343
  1899          11             0.003606        0.003314        0.003457
  1899          12             0.003879        0.003690        0.003783
  1899          13             0.004255        0.003785        0.004016
  1899          14             0.004773        0.003946        0.004353
  1899          15             0.005476        0.005371        0.005423
  1899          16             0.005854        0.006719        0.006293
  1899          17             0.005651        0.007300        0.006484
  1899          18             0.005753        0.008604        0.007179
